image_path	label_path
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r004_p61_right_h208_p0_fov40.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r004_p61_right_h208_p0_fov40.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r004_p34_right_h163_p0_fov55.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r004_p34_right_h163_p0_fov55.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r004_p52_right_h118_p0_fov40.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r004_p52_right_h118_p0_fov40.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r004_p56_left_h23_p30_fov40.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r004_p56_left_h23_p30_fov40.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r004_p60_right_h162_p0_fov55.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r004_p60_right_h162_p0_fov55.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r004_p7_left_h23_p60_fov40.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r004_p7_left_h23_p60_fov40.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r011_p7_left_h163_p60_fov55.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r011_p7_left_h163_p60_fov55.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r013_p13_right_h167_p30_fov55.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r013_p13_right_h167_p30_fov55.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r004_p16_right_h162_p60_fov55.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r004_p16_right_h162_p60_fov55.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r004_p67_left_h24_p60_fov40.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r004_p67_left_h24_p60_fov40.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r013_p20_right_h212_p60_fov40.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r013_p20_right_h212_p60_fov40.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r012_p14_right_h167_p0_fov55.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r012_p14_right_h167_p0_fov55.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r012_p20_right_h168_p30_fov55.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r012_p20_right_h168_p30_fov55.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r004_p40_left_h23_p30_fov40.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r004_p40_left_h23_p30_fov40.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r004_p67_left_h304_p30_fov40.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r004_p67_left_h304_p30_fov40.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r004_p59_right_h119_p0_fov40.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r004_p59_right_h119_p0_fov40.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r013_p37_right_h121_p0_fov40.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r013_p37_right_h121_p0_fov40.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r013_p62_right_h30_p60_fov40.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r013_p62_right_h30_p60_fov40.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r004_p39_right_h118_p0_fov40.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r004_p39_right_h118_p0_fov40.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r011_p12_left_h122_p60_fov40.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r011_p12_left_h122_p60_fov40.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r013_p61_right_h122_p0_fov40.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r013_p61_right_h122_p0_fov40.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r013_p29_right_h121_p30_fov40.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r013_p29_right_h121_p30_fov40.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r004_p60_right_h117_p0_fov40.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r004_p60_right_h117_p0_fov40.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r004_p38_right_h162_p30_fov55.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r004_p38_right_h162_p30_fov55.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r004_p62_right_h208_p30_fov40.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r004_p62_right_h208_p30_fov40.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r013_p18_right_h212_p0_fov40.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r013_p18_right_h212_p0_fov40.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r013_p61_right_h77_p0_fov55.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r013_p61_right_h77_p0_fov55.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r011_p10_right_h27_p0_fov40.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r011_p10_right_h27_p0_fov40.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r011_p5_left_h342_p30_fov55.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r011_p5_left_h342_p30_fov55.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r004_p11_left_h345_p0_fov55.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r004_p11_left_h345_p0_fov55.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r013_p52_right_h212_p30_fov40.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r013_p52_right_h212_p30_fov40.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r013_p6_left_h306_p60_fov40.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r013_p6_left_h306_p60_fov40.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r012_p9_right_h166_p60_fov55.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r012_p9_right_h166_p60_fov55.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r011_p8_right_h343_p60_fov55.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r011_p8_right_h343_p60_fov55.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r004_p11_left_h305_p30_fov40.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r004_p11_left_h305_p30_fov40.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r004_p0_left_h343_p0_fov55.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r004_p0_left_h343_p0_fov55.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r004_p14_right_h209_p30_fov40.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r004_p14_right_h209_p30_fov40.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r004_p51_left_h25_p30_fov40.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r004_p51_left_h25_p30_fov40.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r004_p59_right_h164_p30_fov55.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r004_p59_right_h164_p30_fov55.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r013_p67_right_h75_p60_fov55.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r013_p67_right_h75_p60_fov55.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r013_p50_right_h122_p30_fov40.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r013_p50_right_h122_p30_fov40.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r004_p54_right_h209_p0_fov40.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r004_p54_right_h209_p0_fov40.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r004_p6_left_h344_p60_fov55.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r004_p6_left_h344_p60_fov55.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r004_p6_right_h164_p0_fov55.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r004_p6_right_h164_p0_fov55.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r013_p18_right_h212_p60_fov40.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r013_p18_right_h212_p60_fov40.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r004_p55_right_h207_p0_fov40.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r004_p55_right_h207_p0_fov40.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r004_p56_left_h303_p60_fov40.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r004_p56_left_h303_p60_fov40.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r011_p10_right_h297_p60_fov40.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r011_p10_right_h297_p60_fov40.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r004_p63_left_h24_p60_fov40.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r004_p63_left_h24_p60_fov40.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r004_p4_right_h164_p30_fov55.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r004_p4_right_h164_p30_fov55.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r004_p64_left_h305_p0_fov40.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r004_p64_left_h305_p0_fov40.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r004_p7_right_h118_p0_fov40.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r004_p7_right_h118_p0_fov40.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r012_p13_right_h120_p0_fov40.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r012_p13_right_h120_p0_fov40.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r011_p2_right_h114_p30_fov40.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r011_p2_right_h114_p30_fov40.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r013_p29_right_h166_p0_fov55.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r013_p29_right_h166_p0_fov55.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r004_p33_right_h118_p0_fov40.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r004_p33_right_h118_p0_fov40.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r013_p58_right_h167_p30_fov55.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r013_p58_right_h167_p30_fov55.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r004_p35_right_h117_p0_fov40.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r004_p35_right_h117_p0_fov40.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r004_p13_right_h209_p30_fov40.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r004_p13_right_h209_p30_fov40.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r011_p1_left_h303_p0_fov40.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r011_p1_left_h303_p0_fov40.txt
/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/images/pl_r004_p37_left_h305_p0_fov40.jpg	/Users/danielroberts/Downloads/object_detection_powerline_sleeve/data/sleeves/sleeves_v5_yolo/train/labels/pl_r004_p37_left_h305_p0_fov40.txt
